"Ruteflyvninger";"2022M05";1223;148;1075
"Ruteflyvninger";"2022M06";1357;149;1209
"Ruteflyvninger";"2022M07";1406;122;1284
"Ruteflyvninger";"2022M08";1269;138;1131
"Ruteflyvninger";"2022M09";1341;141;1200
"Ruteflyvninger";"2022M10";1310;131;1179
"Ruteflyvninger";"2022M11";1000;121;879
"Ruteflyvninger";"2022M12";1005;104;902
"Ruteflyvninger";"2023M01";860;104;756
"Ruteflyvninger";"2023M02";925;95;829
"Ruteflyvninger";"2023M03";1146;123;1022
"Ruteflyvninger";"2023M04";1281;116;1164
"Ruteflyvninger";"2023M05";1390;135;1255
"Ruteflyvninger";"2023M06";1493;139;1354
"Ruteflyvninger";"2023M07";1604;116;1488
"Ruteflyvninger";"2023M08";1414;124;1291
"Ruteflyvninger";"2023M09";1481;134;1347
"Ruteflyvninger";"2023M10";1475;127;1348
"Ruteflyvninger";"2023M11";1099;117;981
"Ruteflyvninger";"2023M12";1131;97;1035
"Ruteflyvninger";"2024M01";934;90;844
"Ruteflyvninger";"2024M02";1028;90;938
"Ruteflyvninger";"2024M03";1261;109;1151
"Ruteflyvninger";"2024M04";1375;117;1258
"Ruteflyvninger";"2024M05";1560;130;1430
"Ruteflyvninger";"2024M06";1643;130;1513
"Ruteflyvninger";"2024M07";1787;104;1683
"Ruteflyvninger";"2024M08";1576;123;1454
"Ruteflyvninger";"2024M09";1635;134;1501
"Ruteflyvninger";"2024M10";1573;122;1451
"Ruteflyvninger";"2024M11";1209;112;1097
"Ruteflyvninger";"2024M12";1259;95;1165
"Charter/taxi flyvning";"2001M01";93;3;90
"Charter/taxi flyvning";"2001M02";94;5;89
"Charter/taxi flyvning";"2001M03";105;6;100
"Charter/taxi flyvning";"2001M04";85;5;81
"Charter/taxi flyvning";"2001M05";111;6;106
"Charter/taxi flyvning";"2001M06";154;7;147
"Charter/taxi flyvning";"2001M07";169;10;159
